cluster,names,scores,logfoldchanges,pvals,pvals_adj
4,LGALS1,52.89269,3.403712,0.0,0.0
4,NCF2,52.87392,3.2032568,0.0,0.0
4,CYBB,52.73056,3.1283655,0.0,0.0
4,DUSP1,52.718742,2.5196683,0.0,0.0
4,AP1S2,52.61261,2.802927,0.0,0.0
4,MNDA,52.49874,3.8487442,0.0,0.0
4,FOS,52.489414,2.5060956,0.0,0.0
4,MPEG1,52.484543,3.1387677,0.0,0.0
4,SLC7A7,52.4146,3.2239187,0.0,0.0
5,NKG7,39.14226,6.6416616,0.0,0.0
5,GNLY,39.05212,8.431967,0.0,0.0
5,PRF1,38.82614,6.0902843,0.0,0.0
5,KLRD1,38.19969,6.4404025,0.0,0.0
5,CTSW,38.03963,4.8977647,0.0,0.0
5,KLRF1,37.671314,7.026128,1.46522079658887e-310,4.9556209375296586e-307
5,GZMA,37.60208,5.4231105,1.98781444932796e-309,5.762674088601757e-306
5,CST7,37.118286,5.161993,1.4246889830035124e-301,3.6139016915112846e-298
5,CD247,36.972023,3.892681,3.225290106670399e-299,7.272312459406934e-296
5,HOPX,36.9477,4.902729,7.930178223288457e-299,1.6092710668519265e-295
5,CD7,35.765762,3.7134197,3.7636322898922894e-280,6.943217278071293e-277
5,GZMB,35.291237,6.8336596,8.002896148569796e-273,1.3533564295243906e-269
5,TRDC,35.20317,6.159064,1.7882368706414296e-271,2.791437755071272e-268
5,IL2RB,34.834896,5.435333,7.209893028292857e-266,1.0450739944510496e-262
5,GZMM,34.42347,3.8254316,1.1235396581579943e-259,1.5199993522000118e-256
5,HLA-A,33.94063,1.1752044,1.676915209020159e-252,2.1268525210403804e-249
5,IFITM2,33.374268,2.6456957,3.2394226739989543e-244,3.652089129081154e-241
5,SPON2,33.339127,6.533445,1.0470991452869518e-243,1.1183569976477953e-240
5,PFN1,33.20974,1.5677851,7.78858525752049e-242,7.902688031543163e-239
5,CLIC3,33.12116,6.0807204,1.4740727050039075e-240,1.4244455906021092e-237
5,ABHD17A,33.092346,2.8251743,3.829625059123919e-240,3.5324809693091675e-237
5,B2M,33.068905,0.8141745,8.321414355392321e-240,7.342020065825059e-237
5,HLA-C,32.988617,1.1519672,1.182846261430908e-238,9.601399673286968e-236
5,EFHD2,32.59176,2.7294934,5.366132092523799e-233,4.188266098214825e-230
5,HLA-B,32.207764,0.8938928,1.3742262750641974e-227,1.0328582888843614e-224
6,IGHM,49.272907,7.352019,0.0,0.0
6,IGHD,48.92698,7.1739354,0.0,0.0
6,CD79A,48.52856,6.1464677,0.0,0.0
6,CD37,48.177162,2.6390023,0.0,0.0
6,TCL1A,47.661655,7.787909,0.0,0.0
6,CD79B,47.640755,5.1608396,0.0,0.0
6,MS4A1,46.745815,5.568322,0.0,0.0
6,CD74,46.431416,3.708354,0.0,0.0
6,HLA-DQA1,42.866627,3.9634986,0.0,0.0
6,LINC00926,42.114605,5.330011,0.0,0.0
6,HLA-DRB1,41.95572,3.3644722,0.0,0.0
6,BANK1,41.850605,4.7783694,0.0,0.0
6,HLA-DQB1,41.671795,3.5656426,0.0,0.0
6,HLA-DRA,41.41588,3.613373,0.0,0.0
6,RPL18A,41.00363,1.0784882,0.0,0.0
6,HLA-DPB1,40.038803,3.1686263,0.0,0.0
6,CD22,39.854748,5.194688,0.0,0.0
6,HLA-DPA1,38.97391,3.1488838,0.0,0.0
6,RPS11,37.265175,0.9106274,6.017691471293056e-304,4.522852334331481e-301
6,BCL11A,36.314438,3.6534214,9.574502189755499e-289,6.267592675377689e-286
6,PLPP5,36.033455,4.3291078,2.5047544303946516e-284,1.5884056767499582e-281
6,RALGPS2,35.88496,4.316214,5.243366407551307e-282,3.224352560861778e-279
6,TNFRSF13C,35.562412,4.591747,5.34196220630583e-277,3.1883658544871825e-274
6,CD52,35.27673,1.310587,1.3356781793930406e-272,7.744262084120849e-270
6,FCER2,35.091515,5.3901834,9.081079237392815e-270,5.118953915678122e-267
7,MS4A1,32.199245,4.8428802,1.8083950502489509e-227,3.669776075470196e-223
7,BANK1,31.733614,4.58148,5.344383993653468e-221,5.422679219160491e-217
7,CD79A,31.314016,4.811961,3.007467614476073e-215,2.0343513433520986e-211
7,CD37,30.141375,2.0769649,1.3915284376150925e-199,7.059571646130768e-196
7,CD74,29.595495,3.2678547,1.7076204213799668e-192,6.930548242212733e-189
7,HLA-DQA1,28.996271,3.477983,7.331960295301692e-185,2.479791171209287e-181
7,CD79B,28.863544,3.7017522,3.4259528863550957e-183,9.931837417543422e-180
7,HLA-DPB1,28.404634,3.1007993,1.77238990416969e-177,3.996345369479502e-174
7,HLA-DRA,27.655699,3.349938,2.383405775751296e-168,4.836645340732105e-165
7,RALGPS2,27.303272,3.8631234,3.8787270093806555e-164,7.155546109214694e-161
7,HLA-DPA1,27.268415,3.0316625,1.005282199369122e-163,1.7000159726497996e-160
7,HLA-DQB1,27.148226,3.0752969,2.6571028246656715e-162,4.1477375093031136e-159
7,TNFRSF13C,27.056946,3.9632206,3.1642762211613336e-161,4.586618382573353e-158
7,BLK,26.442657,4.223865,4.431895153402993e-154,4.9964693526670524e-151
7,LINC00926,25.766178,3.6747499,2.1235946633327e-146,2.2681108685794986e-143
7,RPS11,25.33982,0.8341051,1.1635920663051554e-141,1.1244178000728818e-138
7,HLA-DRB1,24.979836,2.7639089,1.0127081993060219e-137,8.935168473268304e-135
7,CD22,23.892572,3.5714436,3.658665365779957e-126,2.9698118507109072e-123
7,HLA-DQA2,23.738403,2.6324053,1.4477219849642508e-124,1.1299470092645978e-121
7,RPL13A,22.667585,0.86576504,9.358873185991989e-114,6.548952191839153e-111
7,SWAP70,22.629442,3.0592854,2.2239834741122035e-113,1.5043765546719648e-110
7,SPIB,22.605804,3.716455,3.799890166825372e-113,2.487457134044751e-110
7,RPL8,22.242926,0.7196613,1.3205659047442156e-109,8.120679971204354e-107
7,RPS8,21.89091,0.79939044,3.171211899864428e-106,1.8386686595413952e-103
7,ARHGAP24,21.889366,3.0379457,3.280367932812748e-106,1.8491251794602525e-103
8,CD8B,35.27284,6.0533323,1.5325190717012568e-272,3.10994095220336e-268
8,CD8A,30.483643,4.2916,4.293382922352344e-204,4.356280982164806e-200
8,RPS12,27.186907,1.0921776,9.277097934858982e-163,6.275338279736445e-159
8,RPS28,26.257116,0.8341989,5.927996752198682e-152,3.0074209523091963e-148
8,RPS14,26.104177,0.89008003,3.2687157632946305e-150,1.3266409796907588e-146
8,RPS3,25.081758,1.026776,7.865764217663883e-139,2.66033255448422e-135
8,RPL32,24.888329,0.87253004,9.953578377386637e-137,2.885542371604386e-133
8,RPS6,24.845266,1.0088148,2.909191402074845e-136,7.379527640288103e-133
8,RPS3A,24.770037,0.79462576,1.886212009992352e-135,4.252988924308311e-132
8,RPS16,24.150269,0.89704096,7.418268120105808e-129,1.5053891496130715e-125
8,RPL21,23.98203,0.7919322,4.282618094286503e-127,7.900651726123272e-124
8,RPS15A,23.842817,0.80708784,1.2021875279186197e-125,2.0329992920043794e-122
8,RPLP2,23.610804,0.78761196,2.9851770344823086e-123,4.659861350826884e-120
8,RPL13,23.35005,0.82848704,1.3765408279688964e-120,1.9952959301409153e-117
8,RPL34,22.889668,0.73336476,5.888921508062389e-116,7.966925610874003e-113
8,RPL9,22.832619,0.7597795,2.1752652533305264e-115,2.7589161116147735e-112
8,LDHB,22.782494,1.6927878,6.838568596801886e-115,8.163239560876509e-112
8,RPL19,22.698896,0.80589104,4.593809584064404e-114,5.179009882745497e-111
8,RPS21,22.660961,0.9586363,1.0877954762947084e-113,1.1618228210762377e-110
8,TCF7,22.638817,2.129225,1.798081318317318e-113,1.8244232096306665e-110
8,RPL3,22.628853,0.9579924,2.2538684435284815e-113,2.1779882059296892e-110
8,RPS4X,22.57179,0.7774931,8.205441907342483e-113,7.568774210259137e-110
8,RPS29,22.40927,1.1119713,3.1964210090186866e-111,2.820216153739835e-108
8,RPS25,22.338205,0.93117064,1.5723527302278681e-110,1.2682114797624303e-107
8,RPS27A,22.320456,0.8143458,2.3389267603211656e-110,1.7579200276739784e-107
9,CCDC50,15.611066,6.2231755,6.1205791129055204e-55,3.654489260402721e-51
9,UGCG,15.610705,6.513223,6.155308494836927e-55,3.654489260402721e-51
9,PLD4,15.603485,7.028209,6.892617047914571e-55,3.654489260402721e-51
9,IRF8,15.60067,5.520276,7.203448007495631e-55,3.654489260402721e-51
9,TCF4,15.581249,6.1532435,9.762840942415874e-55,3.962346624888906e-51
9,JCHAIN,15.548724,7.6150017,1.623057686207805e-54,5.489451604369166e-51
9,LILRA4,15.424962,10.296928,1.1121972729390244e-53,3.2242598942502317e-50
9,SERPINF1,15.411227,8.137451,1.375742122940865e-53,3.2825963802122423e-50
9,IL3RA,15.4018955,7.8425236,1.5894020783924191e-53,3.2825963802122423e-50
9,SEC61B,15.400759,3.1119802,1.6176003450511224e-53,3.2825963802122423e-50
9,APP,15.376321,4.8251433,2.359830013532833e-53,4.353457314965616e-50
9,ITM2C,15.36161,6.6664524,2.9612618951893596e-53,5.007740636589807e-50
9,IRF7,15.350709,5.815972,3.503373425239755e-53,5.468765916799258e-50
9,HSP90B1,15.328472,3.3167672,4.934547741461736e-53,7.152626951248787e-50
9,GZMB,15.318744,7.028443,5.7314302793332625e-53,7.753860977233993e-50
9,PPP1R14B,15.3105135,5.1673803,6.504816088317219e-53,8.250139555013833e-50
9,MZB1,15.291562,6.636297,8.703699936890764e-53,1.0389657812901429e-49
9,NPC2,15.252468,3.6423805,1.5852598313955384e-52,1.7872043199172035e-49
9,MAPKAPK2,15.176301,4.5397124,5.076104522943702e-52,5.421546793899818e-49
9,PLAC8,15.157386,3.5028002,6.771124456830753e-52,6.870321430123322e-49
