cluster,names,scores,logfoldchanges,pvals,pvals_adj
4,FOS,7.121181,3.2531822,1.0700609875587625e-12,1.9740679655027243e-09
4,DUSP1,7.0358047,3.5329628,1.981145322293086e-12,3.3502818354411327e-09
4,S100A9,6.9775934,5.886075,3.002795625188728e-12,4.687363970919605e-09
4,S100A6,6.9368453,3.2258172,4.009524044937354e-12,5.811805103136695e-09
4,FCER1G,6.9057994,4.8340974,4.9921534629787815e-12,6.7537180149485614e-09
4,GRN,6.812661,5.492097,9.580957438614267e-12,1.2151648081362457e-08
4,VIM,6.60116,2.2996848,4.0795236009096234e-11,4.8697513196034695e-08
4,CTSS,6.5662336,4.7928915,5.160389357691651e-11,5.817765624202037e-08
4,HLA-DRA,6.480857,4.3554006,9.120314866099432e-11,9.740976293566092e-08
4,AC020656.1,6.4051824,8.630196,1.5018990204302312e-10,1.523901841079534e-07
4,FGL2,6.2518926,6.172225,4.0550852913652e-10,3.918564086555905e-07
4,S100A11,6.18592,3.1091,6.174143649160645e-10,5.695086230564407e-07
4,CD74,6.170397,3.3963149,6.811887636655112e-10,6.010158078723572e-07
4,CSTA,6.100543,8.881319,1.0570865180043671e-09,8.93810696244276e-07
4,VCAN,6.0423317,5.4900813,1.5190263400910148e-09,1.2330240607786786e-06
